Song Group,Video Title,Video ID,URL
Long Train Runnin',1999-2000 Vermilion Sailor Marching Band - Long Train Runnin',8vIDaB8b-7Q,https://www.youtube.com/watch?v=8vIDaB8b-7Q
Long Train Runnin',2010 Vermilion Sailor Alumni Band -  Long Train Runnin',8ICuBw-lG5s,https://www.youtube.com/watch?v=8ICuBw-lG5s
Macarthur Park,2003 Vermilion Sailor Alumni Band -  Second Source - MacArthur Park,wy6y2k7cISw,https://www.youtube.com/watch?v=wy6y2k7cISw
Macarthur Park,2003 Vermilion Sailor Alumni Band -  Second Source - MacArthur Park,860IigJHsXA,https://www.youtube.com/watch?v=860IigJHsXA
Macarthur Park,2000 Vermilion Sailor Alumni  Band - MacArthur Park,vXoUtvPOu-I,https://www.youtube.com/watch?v=vXoUtvPOu-I
Macarthur Park,2018 Vermilion Sailor Alumni Band - Macarthur Park,70v6Qd9jeNI,https://www.youtube.com/watch?v=70v6Qd9jeNI
Macarthur Park,2018 Vermilion Sailor Alumni Band - MacArthur Park Practice,0HV3vo4WPfo,https://www.youtube.com/watch?v=0HV3vo4WPfo
Macarthur Park,2018 Vermilion Sailor Alumni Band - MacArthur Park   Practice 2,Csf44FlLBfs,https://www.youtube.com/watch?v=Csf44FlLBfs
Macarthur Park,1986-1987 Vermilion Sailor Marching Band - MacArthur Park,5JXtD7wIVR4,https://www.youtube.com/watch?v=5JXtD7wIVR4
Macarthur Park,1997-1998 Vermilion Sailor Marching Band - MacArthur Park,CYp32yjBesE,https://www.youtube.com/watch?v=CYp32yjBesE
Macarthur Park,2010 Vermilion Sailor Alumni Band -  MacArthur Park,tR_pIlMTlYY,https://www.youtube.com/watch?v=tR_pIlMTlYY
Macarthur Park,2010 Vermilion Sailor Alumni Band -  Practice - MacArthur Park,iCiCipF9kB0,https://www.youtube.com/watch?v=iCiCipF9kB0
Macarthur Park,1987 Vermilion Sailor Alumni Band  - Macarthur Park,nbKpLbW8wlU,https://www.youtube.com/watch?v=nbKpLbW8wlU
Mad Cats,1992-1993 Vermilion Sailor Marching Band - Mad Cats - 8th Grade Night,FqHQLQ4hi9U,https://www.youtube.com/watch?v=FqHQLQ4hi9U
Magic Carpet Ride,2014-2015 Vermilion Sailor Marching Band - Magic Carpet Ride,PGr4bB4iNC0,https://www.youtube.com/watch?v=PGr4bB4iNC0
Magna,2002 Vermilion Sailor Alumni Band - Second Source - Magna,byh9wWR-p2I,https://www.youtube.com/watch?v=byh9wWR-p2I
Magna,2018 Vermilion Sailor Alumni Band - Magna Practice,b73nTZxxYlo,https://www.youtube.com/watch?v=b73nTZxxYlo
Magna,1991-1992 Vermilion Sailor Marching Band - Magna - First Home Game,T_tAgg6mRDg,https://www.youtube.com/watch?v=T_tAgg6mRDg
Magna,1985-1986 Vermilion Sailor Marching Band - Magna,ZdODlg9Sfw0,https://www.youtube.com/watch?v=ZdODlg9Sfw0
Magna,1994-1995 Vermilion Sailor Marching Band Magna,YdCC8NWC8fs,https://www.youtube.com/watch?v=YdCC8NWC8fs
Magna,2007 Vermilion Sailor Alumni Band - Magna,FQXD5Jk-lGk,https://www.youtube.com/watch?v=FQXD5Jk-lGk
Magna,2002 Vermilion Sailor Alumni Band - Magna,JxYcakAi2AU,https://www.youtube.com/watch?v=JxYcakAi2AU
Mambo At Sea,2016 Vermilion Sailor Alumni Band - Mambo At Sea,EvheziZSIlM,https://www.youtube.com/watch?v=EvheziZSIlM
Maria,1992 Vermilion Sailor Alumni Band - Maria,2rwHemBX9Ho,https://www.youtube.com/watch?v=2rwHemBX9Ho
Masterpiece,2007 Vermilion Sailor Alumni Band - Masterpiece,9eDdvEuUd7M,https://www.youtube.com/watch?v=9eDdvEuUd7M
Masterpiece,1990 Vermilion Sailor Alumni Band - Masterpiece,9m70yTQ6Gug,https://www.youtube.com/watch?v=9m70yTQ6Gug
Memphis,2003-2004 Vermilion Sailor Marching Band - Memphis,v8sPF_ufjVw,https://www.youtube.com/watch?v=v8sPF_ufjVw
Memphis,2010 Vermilion Sailor Alumni Band -  Memphis,vHbR25ojrxk,https://www.youtube.com/watch?v=vHbR25ojrxk
Mercy Mercy Mercy,2019 Vermilion Sailor Alumni Band - Mercy Mercy Mercy,lH0DR6BvO8w,https://www.youtube.com/watch?v=lH0DR6BvO8w
Mercy Mercy Mercy,2005-2006 Vermilion Sailor Marching Band - Mercy Mercy Mercy,RsJmgdt_KgY,https://www.youtube.com/watch?v=RsJmgdt_KgY
Mission,1999-2000 Vermilion Sailor Marching Band  - Second Source - Mission,dOckcU8nLeE,https://www.youtube.com/watch?v=dOckcU8nLeE
Mission,1999-2000 Vermilion Sailor Marching Band - Mission,USXPuG6MwjY,https://www.youtube.com/watch?v=USXPuG6MwjY
Mission,1999-2000 Vermilion Sailor Marching Band - Mission,TK04YlM0no4,https://www.youtube.com/watch?v=TK04YlM0no4
Mississippi Mud,1989 Vermilion Sailor Alumni Band - Mississippi Mud,GvYM4KaxbOg,https://www.youtube.com/watch?v=GvYM4KaxbOg
Mustang Sally,2013 Vermilion Sailor Alumni Band - Mustang Sally,vSM5NgaZnlw,https://www.youtube.com/watch?v=vSM5NgaZnlw
My Favorite Things,1998-1999 Vermilion Sailor Marching Band - My Favorite Things,byuLeZp6s0Y,https://www.youtube.com/watch?v=byuLeZp6s0Y
Never My Love,2000-2001 Vermilion Sailor Marching Band - Never My Love,AlVr3wtiSSI,https://www.youtube.com/watch?v=AlVr3wtiSSI
Never My Love,2000-2001 Vermilion Sailor Marching Band - Never My Love,SZ2R2GzFYqs,https://www.youtube.com/watch?v=SZ2R2GzFYqs
Never My Love,2011 Vermilion Sailor Alumni Band - Never My Love,rPjv1AWSl2k,https://www.youtube.com/watch?v=rPjv1AWSl2k
Never My Love,2011 Vermilion Sailor Alumni Band - Practice - Never My Love,MUJgQJxK9OQ,https://www.youtube.com/watch?v=MUJgQJxK9OQ
"New York, New York","1993 Vermilion Sailor Alumni Band - New York, New York",wClYi8JWGt4,https://www.youtube.com/watch?v=wClYi8JWGt4
"New York, New York","1988 Vermilion Sailor Alumni Band - New York, New York",liQnhpvlgAQ,https://www.youtube.com/watch?v=liQnhpvlgAQ
Old Time Rock and Roll,2023 Vermilion Sailor Alumni Band - Old Time Rock and Roll - Practice,460Wgxrx0OQ,https://www.youtube.com/watch?v=460Wgxrx0OQ
Old Time Rock and Roll,2023 Vermilion Sailor Alumni Band - Old Time Rock and Roll,tRSNu4ODCio,https://www.youtube.com/watch?v=tRSNu4ODCio
Old Time Rock and Roll,2000-2001 Vermilion Sailor Marching Band - Old Time Rock and Roll,ZK1TwPQ1bKs,https://www.youtube.com/watch?v=ZK1TwPQ1bKs
Old Time Rock and Roll,2002 Vermilion Sailor Alumni Band - Old Time Rock and Roll,tHjUC4YGA1I,https://www.youtube.com/watch?v=tHjUC4YGA1I
Old Time Rock and Roll,1994 Vermilion Sailor Alumni Band - Old Time Rock and Roll,D7eJbniXAyE,https://www.youtube.com/watch?v=D7eJbniXAyE
Old Time Rock and Roll,1991 Vermilion Sailor Alumni Band - Old Time Rock and Roll,7sH1TpzpcCM,https://www.youtube.com/watch?v=7sH1TpzpcCM
One O'Clock Jump,1990 Vermilion Sailor Alumni Band - One O'Clock Jump,9ZfjybB8A5U,https://www.youtube.com/watch?v=9ZfjybB8A5U
Phantom of the Opera,2012-2013 Vermilion Sailor Marching Band - Phantom of The Opera,N9pkMdzoj8U,https://www.youtube.com/watch?v=N9pkMdzoj8U
Play That Funky Music,2013 Vermilion Sailor Alumni Band - Play That Funky Music,B0Yo4Xvda0Y,https://www.youtube.com/watch?v=B0Yo4Xvda0Y
Power Station,1988-1989 Vermilion Sailor Marching Band - Power Station,P0F6kUTtDGA,https://www.youtube.com/watch?v=P0F6kUTtDGA
Raider's March,1990-1991 Vermilion Sailor Marching Band - Raiders March,5k4JswrXDkc,https://www.youtube.com/watch?v=5k4JswrXDkc
Raider's March,1990-1991 Vermilion Sailor Marching Band - Portion of Raiders March,veGc-GSBjq4,https://www.youtube.com/watch?v=veGc-GSBjq4
Renegade,1991-1992 Vermilion Sailor Marching Band - Renegade,X0BzyTVU9B4,https://www.youtube.com/watch?v=X0BzyTVU9B4
Respect,2023 Vermilion Sailor Alumni Band - Respect - Practice,FjmReDOwJEU,https://www.youtube.com/watch?v=FjmReDOwJEU
Respect,2023 Vermilion Sailor Alumni Band - Respect,ljt0xXffWsU,https://www.youtube.com/watch?v=ljt0xXffWsU
Rock and Roll,2005-2006 Vermilion Sailor Marching Band - Rock and Roll Music,xbGDxbiOryE,https://www.youtube.com/watch?v=xbGDxbiOryE
Rock and Roll,2014 Vermilion Sailor Alumni Band - Rock and Roll Music,WU0u0TVl5K4,https://www.youtube.com/watch?v=WU0u0TVl5K4
Rock Around The Clock,1993 Vermilion Sailor Alumni Band - Rock Around The Clock,5ksRhFEeME4,https://www.youtube.com/watch?v=5ksRhFEeME4
Rock Around The Clock,1987 Vermilion Sailor Alumni Band - Rock Around The Clock,OvLr2pbyIdY,https://www.youtube.com/watch?v=OvLr2pbyIdY
Rock Til You Drop,2000 Vermilion Sailor Alumni  Band - Rock Til You Drop,Fbl9z4ou744,https://www.youtube.com/watch?v=Fbl9z4ou744
Rock Til You Drop,2011 Vermilion Sailor Alumni Band - Rock Til You Drop,WFos8FB1WZQ,https://www.youtube.com/watch?v=WFos8FB1WZQ
Rock Til You Drop,2007 Vermilion Sailor Alumni Band - Rock Til You Drop,FJsB3X0bq38,https://www.youtube.com/watch?v=FJsB3X0bq38
Roll Over Beethoven,1994-1995 Vermilion Sailor Marching Band - Roll Over Beethoven,KlPHbgxPEj0,https://www.youtube.com/watch?v=KlPHbgxPEj0
Roll Over Beethoven,2012 Vermilion Sailor Alumni Band - Roll Over Beethoven,Hr4-yTy1szY,https://www.youtube.com/watch?v=Hr4-yTy1szY
The Rose,1991-1992 Vermilion Sailor Marching Band - The Rose,FQW3iSkRuNg,https://www.youtube.com/watch?v=FQW3iSkRuNg
The Rose,1994-1995 Vermilion Sailor Marching Band - The Rose,6Eto-TPr6DA,https://www.youtube.com/watch?v=6Eto-TPr6DA
Sailor Medley,1996-1997 Vermilion High School Marching Band - Sailor Medley,_egUg2HHuyQ,https://www.youtube.com/watch?v=_egUg2HHuyQ
Savada,1993-1994 Vermilion Sailor Marching Band - Savada - Full Show 1,9VCF455JUDk,https://www.youtube.com/watch?v=9VCF455JUDk
Savada,1996-1997 Vermilion High School Marching Band - Savada - Senior Show,ufYyVb3j2cU,https://www.youtube.com/watch?v=ufYyVb3j2cU
School's Out,2006-2007 Vermilion Sailor Marching Band - School's Out - Senior Show,atUtLlDk7qE,https://www.youtube.com/watch?v=atUtLlDk7qE
Send In The Clowns,1990 Vermilion Sailor Alumni Band - Send In The Clowns,y1cIDgf1w5M,https://www.youtube.com/watch?v=y1cIDgf1w5M
September,2003 Vermilion Sailor Alumni Band -  Second Source - September,qgQFbsIEVM8,https://www.youtube.com/watch?v=qgQFbsIEVM8
September,2003 Vermilion Sailor Alumni Band -  Second Source - September,C9swxbauhWg,https://www.youtube.com/watch?v=C9swxbauhWg
Shakedown,1992-1993 Vermilion Sailor Marching Band - Shakedown - Full Show 1,-ImU9rdsF0A,https://www.youtube.com/watch?v=-ImU9rdsF0A
Shakedown,1992-1993 Vermilion Sailor Marching Band - Shakedown - Full Show 2,Qs051ojxPSM,https://www.youtube.com/watch?v=Qs051ojxPSM
Shakedown,1992-1993 Vermilion Sailor Marching Band - Shakedown - Full Show 3,-LCa1UdF8wM,https://www.youtube.com/watch?v=-LCa1UdF8wM
Shakedown,1992-1993 Vermilion Sailor Marching Band - Shakedown - Full Show 4,-5-I3ArLdIU,https://www.youtube.com/watch?v=-5-I3ArLdIU
Shakedown,1992-1993 Vermilion Sailor Marching Band - Shakedown - Full Show 5,_HocT84sAHA,https://www.youtube.com/watch?v=_HocT84sAHA
Shakedown,1992-1993 Vermilion Sailor Marching Band - Shakedown - V John Adams,npqxxTHJav0,https://www.youtube.com/watch?v=npqxxTHJav0
Shakedown,1988-1989 Vermilion Sailor Marching Band - Shakedown,-IyTJQS01S4,https://www.youtube.com/watch?v=-IyTJQS01S4
Shinedown,1995-1996 Vermilion Sailor Marching Band - Shinedown,mqAbLWjM45E,https://www.youtube.com/watch?v=mqAbLWjM45E
She Believes In Me,1992-1993 Vermilion Sailor Marching Band - She Believes In Me,Zzq-lE1H2Sk,https://www.youtube.com/watch?v=Zzq-lE1H2Sk
She Believes In Me,1990-1991 Vermilion Sailor Marching Band - She Believes In Me,9ZsEIOPGPOI,https://www.youtube.com/watch?v=9ZsEIOPGPOI
She Loves You,2003-2004 Vermilion Sailor Marching Band -- Show 5 - She Loves You,027CYF4Zkhk,https://www.youtube.com/watch?v=027CYF4Zkhk
She Loves You,2014 Vermilion Sailor Alumni Band - She Loves You,fWZp7pJbTCc,https://www.youtube.com/watch?v=fWZp7pJbTCc
Sing Sing Sing,2005-2006 Vermilion Sailor Marching Band - Sing Sing Sing,861JS69ImDg,https://www.youtube.com/watch?v=861JS69ImDg
Soak Up The Sun,2023 Vermilion Sailor Alumni Band - Soak Up The Sun - Practice,L1nJ5JXkX9A,https://www.youtube.com/watch?v=L1nJ5JXkX9A
Soak Up The Sun,2023 Vermilion Sailor Alumni Band - Soak Up The Sun,FOJ8qZa9x1c,https://www.youtube.com/watch?v=FOJ8qZa9x1c
Soak Up The Sun,2003-2004 Vermilion Sailor Marching Band - Soak Up The Sun,mceLf72a9QM,https://www.youtube.com/watch?v=mceLf72a9QM
Soak Up The Sun,2013 Vermilion Sailor Alumni Band - Soak Up The Sun,RU_dKCE553U,https://www.youtube.com/watch?v=RU_dKCE553U
Some Nights,2015-2016 Vermilion Sailor Marching Band - Some Nights - v Willard,UvKd8xuI0go,https://www.youtube.com/watch?v=UvKd8xuI0go
Someone To Watch Over Me,1994-1995 Vermilion Sailor Marching Band - Someone To Watch Over Me,z0Ya6tiQzdw,https://www.youtube.com/watch?v=z0Ya6tiQzdw
Soul Finger,2022 Vermilion Sailor Alumni Band - Soul Finger,vmwwtnDgDPM,https://www.youtube.com/watch?v=vmwwtnDgDPM
Soul Finger,1997-1998 Vermilion Sailor Marching Band - Soul Finger - BW Festival,ces_TwdLJ7E,https://www.youtube.com/watch?v=ces_TwdLJ7E
Soul Finger,1997-1998 Vermilion Sailor Marching Band - Soul Finger - Full Show 1,wwW_NWExXo0,https://www.youtube.com/watch?v=wwW_NWExXo0
Soul Finger,1997-1998 Vermilion Sailor Marching Band - Soul Finger - W 8th Grade,a4qALV9oQGo,https://www.youtube.com/watch?v=a4qALV9oQGo
Soul Finger,2011 Vermilion Sailor Alumni Band - Soulfinger,tgg0036SY9E,https://www.youtube.com/watch?v=tgg0036SY9E
Soul Man,1992-1993 Vermilion Sailor Marching Band - Soul Man - Full Show 5,By_D68AiH8o,https://www.youtube.com/watch?v=By_D68AiH8o
Soul Man,1992-1993 Vermilion Sailor Marching Band - Soul Man - V John Adams,INhqyeTfJ0k,https://www.youtube.com/watch?v=INhqyeTfJ0k
The Star Spangled Banner,2019 Vermilion Sailor Alumni Band - Star Spangled Banner,IABfKxDaF2o,https://www.youtube.com/watch?v=IABfKxDaF2o
The Star Spangled Banner,2018 Vermilion Sailor Alumni Band - Star Spangled Banner,BEQ_kbGnJ-8,https://www.youtube.com/watch?v=BEQ_kbGnJ-8
The Star Spangled Banner,1986-1987 Vermilion Sailor Marching Band - Mass Star Spangled Banner,4auYKq9d-nw,https://www.youtube.com/watch?v=4auYKq9d-nw
The Star Spangled Banner,2012 Vermilion Sailor Alumni Band - Mass Star Spangled Banner,ZkKf1UNxSvQ,https://www.youtube.com/watch?v=ZkKf1UNxSvQ
The Star Spangled Banner,2013 Vermilion Sailor Alumni Band - Mass Star Spangled Banner,fni5yKn4uXI,https://www.youtube.com/watch?v=fni5yKn4uXI
The Star Spangled Banner,2010 Vermilion Sailor Alumni Band -  Star Spangled Banner,PBK_OzDXkOk,https://www.youtube.com/watch?v=PBK_OzDXkOk
The Star Spangled Banner,2008 Vermilion Sailor Alumni Marching Band - Star Spangled Banner,wKJLbr_yOE0,https://www.youtube.com/watch?v=wKJLbr_yOE0
The Star Spangled Banner,2001 Vermilion Sailor Alumni Band - Mass Star Spangled Banner,pZ3PK7Ww6nk,https://www.youtube.com/watch?v=pZ3PK7Ww6nk
The Star Spangled Banner,1991 Vermilion Sailor Alumni Band - Mass Star Spangled Banner,2MG2_5--nyA,https://www.youtube.com/watch?v=2MG2_5--nyA
The Star Spangled Banner,1989 Vermilion Sailor Alumni Band - Mass Star Spangled Banner,9VXvystw5_4,https://www.youtube.com/watch?v=9VXvystw5_4
Strike Force,1986-1987 Vermilion Sailor Marching Band - Strike Force - Senior Show,zVFslqwiHbA,https://www.youtube.com/watch?v=zVFslqwiHbA
Strike Force,1986-1987 Vermilion Sailor Marching Band - Strike Force,lBfde09U5Ww,https://www.youtube.com/watch?v=lBfde09U5Ww
Surfing USA,1990-1991 Vermilion Sailor Marching Band - Surfing USA,JwmWO0v4z_Q,https://www.youtube.com/watch?v=JwmWO0v4z_Q
Surfing USA,Vermilion Sailor Marching Band - Surfing USA - Second Festival Show,JPn1rn7_Fcs,https://www.youtube.com/watch?v=JPn1rn7_Fcs
Swinging Chariot,1996-1997 Vermilion Sailor Marching Band - Swinging Chariot,EsGw-AXkIYQ,https://www.youtube.com/watch?v=EsGw-AXkIYQ
Take On Me,2017-2018 Vermilion High School Marching Band - Take On Me - Fox News,PpGCDTiwpOY,https://www.youtube.com/watch?v=PpGCDTiwpOY
Takin' It To The Streets,2009 Vermilion Sailor Alumni Band - Takin' It To The Streets,Mdd6jBC5tlo,https://www.youtube.com/watch?v=Mdd6jBC5tlo
Tea For Two for Tubas,1993 Vermilion Sailor Alumni Band - Tea For Two For Tubas,Uvr3YGABEII,https://www.youtube.com/watch?v=Uvr3YGABEII
Tea For Two for Tubas,1990 Vermilion Sailor Alumni Band - Tea For Two For Tubas,wcIorbqyyq4,https://www.youtube.com/watch?v=wcIorbqyyq4
Tequila,1988-1989 Vermilion Sailor Marching Band - Tequila - Vermilion,nOnA8F6HQds,https://www.youtube.com/watch?v=nOnA8F6HQds
Tequila,1988-1989 Vermilion Sailor Marching Band - Tequila - Elyria,C3vHo76BbxI,https://www.youtube.com/watch?v=C3vHo76BbxI
Think,2014-2015 Vermilion Sailor Marching Band - Think - V Ontario 10-3-14,jiCwoyiJKxY,https://www.youtube.com/watch?v=jiCwoyiJKxY
Think,2014-2015 Vermilion Sailor Marching Band - Think - V Start 9-26-14,7do5h0YuW7k,https://www.youtube.com/watch?v=7do5h0YuW7k
Think,2014-2015 Vermilion Sailor Marching Band - Think,SjZpmQRgi8I,https://www.youtube.com/watch?v=SjZpmQRgi8I
Think,2014-2015 Vermilion Sailor Marching Band - Think - Festival Show,lfU-Ok1Pxsw,https://www.youtube.com/watch?v=lfU-Ok1Pxsw
This Is Me,2018-2019 Vermilion Sailor Marching  Band  - This is Me,6wXs88XeS9E,https://www.youtube.com/watch?v=6wXs88XeS9E
This Is Me,2018-2019 Vermilion Sailor Marching  Band  -  9-7-2018 - This is Me,YjllyW5B8N0,https://www.youtube.com/watch?v=YjllyW5B8N0
Thriller,2022-2023 Vermilion Sailor Marching Band - Thriller - 10-21-2022,3Sc2T-p7PuI,https://www.youtube.com/watch?v=3Sc2T-p7PuI
Thriller,2022-2023 Vermilion Sailor Marching Band - Thriller - 10-14-2022,YqTS2oN6yb8,https://www.youtube.com/watch?v=YqTS2oN6yb8
Thriller,2009-2010 Vermilion Sailor Marching Band - Thriller,K7D_IkQ-Axc,https://www.youtube.com/watch?v=K7D_IkQ-Axc
Time Warp,1999-2000 Vermilion Sailor Marching Band  - Time Warp,R5GM_i0dUBs,https://www.youtube.com/watch?v=R5GM_i0dUBs
Time Warp,1996-1997 Vermilion Sailor Marching Band - Time Warp,3Z2TGb5fg8w,https://www.youtube.com/watch?v=3Z2TGb5fg8w
Tomorrow,1999-2000 Vermilion Sailor Marching Band  - Tomorrow,YEFV9bhp4-Q,https://www.youtube.com/watch?v=YEFV9bhp4-Q
Tomorrow,1990-1991 Vermilion Sailor Marching Band - Tomorrow,h0zrK7YwKgY,https://www.youtube.com/watch?v=h0zrK7YwKgY
Tomorrow,1990-1991 Vermilion Sailor Marching Band - Tomorrow - Festival Show,kU2-6H8c5EI,https://www.youtube.com/watch?v=kU2-6H8c5EI
Tomorrow,1985-1986 Vermilion Sailor Marching Band - Tomorrow - Full Show 1,5NKyajMguFk,https://www.youtube.com/watch?v=5NKyajMguFk
Tomorrow,1993-1994 Vermilion Sailor Marching Band - Tomorrow -  V Sandusky,gwRorHl7OKI,https://www.youtube.com/watch?v=gwRorHl7OKI
Tonight,1993 Vermilion Sailor Alumni Band - Tonight,4aCE5cCyc9I,https://www.youtube.com/watch?v=4aCE5cCyc9I
Tonight,1988 Vermilion Sailor Alumni Band - Tonight,md8SCCWJFug,https://www.youtube.com/watch?v=md8SCCWJFug
Triumph,1993-1994 Vermilion Sailor Marching Band - Triumph - V Lorain,6dcnqipOOkQ,https://www.youtube.com/watch?v=6dcnqipOOkQ
Triumph,1996-1997 Vermilion Sailor Marching Band - Triumph,VVW6tQOO5QQ,https://www.youtube.com/watch?v=VVW6tQOO5QQ
Trombone Rag,1991-1992 Vermilion Sailor Marching Band - Trombone Rag,-fx3wxvvL8Y,https://www.youtube.com/watch?v=-fx3wxvvL8Y
Trombone Rag,1991-1992 Vermilion Sailor Marching Band - Trombone Rag - At Lakewood,6hHaHoGa67Y,https://www.youtube.com/watch?v=6hHaHoGa67Y
Trumpet Cheer,1999-2000 Vermilion Sailor Marching Band  - Trumpet Cheer,30kNBZEdnbo,https://www.youtube.com/watch?v=30kNBZEdnbo
Trumpet Cheer,2003-2004 Vermilion Sailor Marching Band - Trumpet Cheer,rOe45PLvxBE,https://www.youtube.com/watch?v=rOe45PLvxBE
Trumpet Cheer,2002-2003 Vermilion Sailor Marching Band - Trumpet Cheer,SZmPS5wQYj4,https://www.youtube.com/watch?v=SZmPS5wQYj4
Trumpet Cheer,1997-1998 Vermilion Sailor Marching Band - Trumpet Cheer,IgRSuXsWjf0,https://www.youtube.com/watch?v=IgRSuXsWjf0
Trumpet Cheer,2000-2001 Vermilion Sailor Marching Band - Trumpet Cheer,Ae4qRbqtvdA,https://www.youtube.com/watch?v=Ae4qRbqtvdA
Trumpet Cheer,2009-2010 Vermilion Sailor Marching Band - Trumpet Cheer,xb20EixX-aI,https://www.youtube.com/watch?v=xb20EixX-aI
Turn Turn Turn,2005-2006 Vermilion Sailor Marching Band - Turn Turn Turn,Iq006fpNABw,https://www.youtube.com/watch?v=Iq006fpNABw
Twelfth Street Rag,2000 Vermilion Sailor Alumni  Band - Twelth Street Rag,XRAsuXspOUA,https://www.youtube.com/watch?v=XRAsuXspOUA
Twelfth Street Rag,2018 Vermilion Sailor Alumni Band  - 12th Street Rag Practice,Qe1afwRgqbQ,https://www.youtube.com/watch?v=Qe1afwRgqbQ
Twelfth Street Rag,2018 Vermilion Sailor Alumni Band  - 12th Street Rag,f8kCywYKAgk,https://www.youtube.com/watch?v=f8kCywYKAgk
Twelfth Street Rag,1990-1991 Vermilion Sailor Marching Band - Twelfth Street Rag,b_NEdmkgEdM,https://www.youtube.com/watch?v=b_NEdmkgEdM
Twelfth Street Rag,1988-1989 Vermilion Sailor Marching Band - Twelfth Street Rag,IQXygi_KLZI,https://www.youtube.com/watch?v=IQXygi_KLZI
Twelfth Street Rag,1985-1986 Vermilion Sailor Marching Band - Twelfth Street Rag,a-0mgs0uUrk,https://www.youtube.com/watch?v=a-0mgs0uUrk
Under The Sea,1996-1997 Vermilion Sailor Marching Band - Under The Sea,DIn0vm9gz1o,https://www.youtube.com/watch?v=DIn0vm9gz1o
Vehicle,1998-1999 Vermilion Sailor Marching Band  - Vehicle - Senior Show,s0L7QdpDfR0,https://www.youtube.com/watch?v=s0L7QdpDfR0
Venus,1999-2000 Vermilion Sailor Marching Band  - Venus,9Ns9ULUQxFg,https://www.youtube.com/watch?v=9Ns9ULUQxFg
Venus,1999-2000 Vermilion Sailor Marching Band - Venus,mitPoNNAfHY,https://www.youtube.com/watch?v=mitPoNNAfHY
Waits,1990-1991 Vermilion Sailor Marching Band - Waits - V Firelands,wSq8itp_EKw,https://www.youtube.com/watch?v=wSq8itp_EKw
We're An American Band,2002-2003 Vermilion Sailor Marching Band - We're An American Band,6tC43OCBPis,https://www.youtube.com/watch?v=6tC43OCBPis
We're An American Band,2008 Vermilion Sailor Alumni Band - We're An American Band,tUhHS_UyR8k,https://www.youtube.com/watch?v=tUhHS_UyR8k
What I Like About You,1995-1996 Vermilion Sailor Marching Band - What I Like About You,8NV8vaBDo8Q,https://www.youtube.com/watch?v=8NV8vaBDo8Q
What I Like About You,2011 Vermilion Sailor Alumni Band - What I Like About You,O8v588We9-c,https://www.youtube.com/watch?v=O8v588We9-c
When A Man Loves a Woman,2003-2004 Vermilion Sailor Marching Band - When A Man Loves A Woman,xL2tG_wlO5g,https://www.youtube.com/watch?v=xL2tG_wlO5g
When I'm 64,1997-1998 Vermilion Sailor Marching Band - When I'm 64 - BW Festival,9rq4ym67hOU,https://www.youtube.com/watch?v=9rq4ym67hOU
When I'm 64,1997-1998 Vermilion Sailor Marching Band - When I'm 64,01e3S9bM4V0,https://www.youtube.com/watch?v=01e3S9bM4V0
When I'm 64,2014 Vermilion Sailor Alumni Band - When I'm 64,fi2955ZNoow,https://www.youtube.com/watch?v=fi2955ZNoow
Wooly Bully,2000-2001 Vermilion Sailor Marching Band - Wooly Bully,Ffy_8vw54fg,https://www.youtube.com/watch?v=Ffy_8vw54fg
You Are The Sunshine of My Life,2014-2015 Vermilion Sailor Marching Band - Sunshine of Your Life,yT6TFCEu92k,https://www.youtube.com/watch?v=yT6TFCEu92k
You Are The Sunshine of My Life,2000-2001 Vermilion Sailor Marching Band - The Sunshine of My Life,nbpA-E9E39w,https://www.youtube.com/watch?v=nbpA-E9E39w
You Can Call Me Al,1994-1995 Vermilion Sailor Marching Band - You Can Call Me Al,sO6bSgxfLyE,https://www.youtube.com/watch?v=sO6bSgxfLyE
You Light Up My Life,1992 Vermilion Sailor Alumni Band Show - You Light Up My Life,7SBfXBJG8t8,https://www.youtube.com/watch?v=7SBfXBJG8t8
You Make Me Smile,2014-2015 Vermilion Sailor Marching Band - You Make Me Smile,feh0_wUTwSk,https://www.youtube.com/watch?v=feh0_wUTwSk
Zoot Suit Riot,2000-2001 Vermilion Sailor Marching Band - Zoot Suit Riot,fHKOmgllLqI,https://www.youtube.com/watch?v=fHKOmgllLqI
Bugler's Holiday,2000 Vermilion Sailor Alumni  Band - Bugler's Holiday,18BLqiHfR5I,https://www.youtube.com/watch?v=18BLqiHfR5I
Bugler's Holiday,1993 Vermilion Sailor Alumni Band - Bugler's Holiday,fxHjBoT6NA0,https://www.youtube.com/watch?v=fxHjBoT6NA0
Bugler's Holiday,1989 Vermilion Sailor Alumni Band - Bugler's Holiday,DiyLqinfBys,https://www.youtube.com/watch?v=DiyLqinfBys
Stars and Stripes Forever,2009 Vermilion Sailor Alumni Band - Stars and Stripes Forever,CktgK1LR7a8,https://www.youtube.com/watch?v=CktgK1LR7a8
Birdland,2018 Vermilion Sailor Alumni Band  - Birdland Practice,4-msGb46p2I,https://www.youtube.com/watch?v=4-msGb46p2I
Birdland,2018 Vermilion Sailor Alumni Band  - Birdland,q0UxAh_DDOs,https://www.youtube.com/watch?v=q0UxAh_DDOs
Birdland,1985-1986 Vermilion Sailor Marching Band - Birdland,6nmnN-w7vhE,https://www.youtube.com/watch?v=6nmnN-w7vhE
